공동활용가능여부,AI교육여부,AI교육분류,콘텐츠명,참여대상,활용예시,학문분류,주제,차시,총시간(분),제작부서,제작연도,공동활용 불가사유,저작권 보유여부
아니오,X,해당없음,수소생산및활용기술의이해,기타,활용불가,공학,"에너지,수소기술,생산활용,재료시스템",39 ,1950 ,울산·경남지역혁신플랫폼대학교육혁신본부,2023 ,USG공유대학2.0 전공 교과 콘텐츠,예
아니오,X,해당없음,스마트시스템설계및응용,기타,활용불가,융복합,"스마트시스템,센서기술,시스템설계,응용",45 ,2250 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,USG공유대학2.0 전공 교과 콘텐츠,예
아니오,O,AI기본개념,파이썬을이용한인공지능과응용,기타,활용불가,공학,"인공지능,파이썬,머신러닝,딥러닝",45 ,2250 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,USG공유대학2.0 전공 교과 콘텐츠,예
아니오,X,해당없음,컴퓨터응용설계,기타,활용불가,공학,"컴퓨터,응용설계,CAD,강건설계",45 ,2250 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,USG공유대학2.0 전공 교과 콘텐츠,예
아니오,X,해당없음,수치해석,기타,활용불가,자연과학,"공학,수치해석,모델링,미분방정식",39 ,1950 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,USG공유대학2.0 전공 교과 콘텐츠,예
아니오,X,해당없음,유한요소해석,기타,활용불가,공학,"공학해석,유한요소,구조해석,열유동",39 ,1950 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,USG공유대학2.0 전공 교과 콘텐츠,예
아니오,X,해당없음,임베디드시스템설계,기타,활용불가,공학,"임베디드,프로세서,ARM,CortexM4",45 ,2250 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,USG공유대학2.0 전공 교과 콘텐츠,예
아니오,O,피지컬 AI,드론입문및응용,기타,활용불가,공학,"드론,e모빌리티,무인항공,ICT융합",36 ,1800 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,USG공유대학2.0 전공 교과 콘텐츠,예
아니오,O,피지컬AI,전기자동차구동제어기설계,기타,활용불가,공학,"전기차,구동제어,전동기,전력전자",25 ,1250 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,USG공유대학2.0 전공 교과 콘텐츠,예
아니오,O,피지컬AI,ROS프로그래밍,기타,활용불가,공학,"로봇,ROS,센서제어,알고리즘",45 ,2250 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,USG공유대학2.0 전공 교과 콘텐츠,예
아니오,O,피지컬AI,IoT센서및액츄에이터,기타,활용불가,융복합,"IoT,센서,액츄에이터,스마트기기",39 ,1950 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,USG공유대학2.0 전공 교과 콘텐츠,예
아니오,O,피지컬AI,E-moblilty연료전지시스템,기타,활용불가,공학,"E-mobility,연료전지,전기차,에너지시스템",42 ,2100 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,USG공유대학2.0 전공 교과 콘텐츠,예
아니오,X,해당없음,스마트도시건설AR/VR,기타,활용불가,공학,"스마트도시,건설,AR,VR",33 ,1650 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,USG공유대학2.0 전공 교과 콘텐츠,예
아니오,X,해당없음,스마트예측유지보수,기타,활용불가,공학,"스마트선박,예측유지보수,SCADA,DCS",45 ,2250 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,USG공유대학2.0 전공 교과 콘텐츠,예
아니오,O,피지컬AI,리튬-이차전지공정및실험,기타,활용불가,공학,"에너지,리튬이차전지,공정실험,배터리",45 ,2250 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,USG공유대학2.0 전공 교과 콘텐츠,예
아니오,O,피지컬AI,이차전지관리시스템,기타,활용불가,공학,"배터리,이차전지,관리시스템,알고리즘",39 ,1950 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,USG공유대학2.0 전공 교과 콘텐츠,예
아니오,O,피지컬AI,이차전지전기화학,기타,활용불가,자연과학,"배터리,이차전지,전기화학,전극반응",45 ,2250 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,USG공유대학2.0 전공 교과 콘텐츠,예
아니오,X,해당없음,시스템엔지니어링특론,기타,활용불가,공학,"시스템공학,시스템엔지니어링,수명주기,프로세스",27 ,1350 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,USG공유대학원 콘텐츠,예
아니오,O,피지컬AI,E-Mobility기술특론Ⅰ,기타,활용불가,정보기술,"E-mobility,UAM,TaaS,AI자율주행,데이터분석",39 ,1950 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,USG공유대학원 콘텐츠,예
아니오,O,피지컬AI,E-Mobility기술특론Ⅱ,기타,활용불가,공학,"E-mobility,UAM,TaaS,디자인모델링,프로토타이핑",39 ,1950 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,USG공유대학원 콘텐츠,예
아니오,O,피지컬AI,인공지능로봇특론,기타,활용불가,정보기술,"AI,인공지능,로봇공학,응용기술",39 ,1950 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,USG공유대학원 콘텐츠,예
아니오,O,피지컬AI,인공지능프로그래밍특론,기타,활용불가,공학,"AI,인공지능,파이썬,프로그래밍",39 ,1950 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,USG공유대학원 콘텐츠,예
아니오,X,해당없음,전산구조해석,기타,활용불가,공학,"전산해석,구조해석,유한요소,CAE",40 ,2000 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,USG공유대학2.0 전공 교과 콘텐츠,예
아니오,O,피지컬AI,스마트공장과로봇,기타,활용불가,공학,"스마트공장,로봇,상태추정,코딩실습",45 ,2250 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,USG공유대학2.0 전공 교과 콘텐츠,예
아니오,X,해당없음,스마트공학,기타,활용불가,융복합,"스마트공학,4차산업,창의융합,기본역량",45 ,2250 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,USG공유대학2.0 전공 교과 콘텐츠,예
아니오,X,해당없음,스마트도시재생과리빙랩,기타,활용불가,공학,"스마트도시,도시재생,리빙랩,계획기술",45 ,2250 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,USG공유대학2.0 전공 교과 콘텐츠,예
아니오,X,해당없음,경제수학,기타,활용불가,사회과학,계량경제/최적화/통계추정/경제모형,96 ,960 ,울산·경남지역혁신플랫폼대학교육혁신본부,2021 ,경남교육청 공동활용 콘텐츠,예
아니오,X,해당없음,교육학,기타,활용불가,교육학,교육사상/수업원리/학습자중심/평생학습,67 ,670 ,울산·경남지역혁신플랫폼대학교육혁신본부,2021 ,경남교육청 공동활용 콘텐츠,예
아니오,X,해당없음,국제사회와국제기구,기타,활용불가,사회과학,국제기구/다자협력/국제규범/글로벌거버넌스,96 ,960 ,울산·경남지역혁신플랫폼대학교육혁신본부,2021 ,경남교육청 공동활용 콘텐츠,예
아니오,X,해당없음,심리학,기타,활용불가,사회과학,인지와정서/행동과학/발달/적응,78 ,780 ,울산·경남지역혁신플랫폼대학교육혁신본부,2021 ,경남교육청 공동활용 콘텐츠,예
아니오,X,해당없음,영미문학읽기,기타,활용불가,인문학,소설시희곡/독해와비평/문화맥락/표현력,97 ,970 ,울산·경남지역혁신플랫폼대학교육혁신본부,2021 ,경남교육청 공동활용 콘텐츠,예
아니오,X,해당없음,철학,기타,활용불가,인문학,가치판단/논증/삶의성찰/토론,96 ,960 ,울산·경남지역혁신플랫폼대학교육혁신본부,2021 ,경남교육청 공동활용 콘텐츠,예
아니오,X,해당없음,과학사,기타,활용불가,교양,과학혁명/과학의본성/역사적사례/사회적영향,84 ,840 ,울산·경남지역혁신플랫폼대학교육혁신본부,2021 ,경남교육청 공동활용 콘텐츠,예
아니오,O,AI기본개념,인공지능,기타,활용불가,정보기술,머신러닝/딥러닝/모델링/적용사례,84 ,1490 ,울산·경남지역혁신플랫폼대학교육혁신본부,2022 ,경남교육청 공동활용 콘텐츠,예
아니오,O,AI기본개념,빅데이터,기타,활용불가,정보기술,데이터수집/분석·시각화/데이터엔지니어링/사례연구,86 ,860 ,울산·경남지역혁신플랫폼대학교육혁신본부,2022 ,경남교육청 공동활용 콘텐츠,예
아니오,O,AI기본개념,실감형기술과미래사회,기타,활용불가,정보기술,VR·AR/메타버스/인터랙티브미디어/디지털콘텐츠,94 ,940 ,울산·경남지역혁신플랫폼대학교육혁신본부,2022 ,경남교육청 공동활용 콘텐츠,예
아니오,X,해당없음,지식재산일반,기타,활용불가,사회과학,특허·상표·저작권/권리보호/기술이전/라이선싱,99 ,990 ,울산·경남지역혁신플랫폼대학교육혁신본부,2022 ,경남교육청 공동활용 콘텐츠,예
아니오,X,해당없음,생활과과학,기타,활용불가,교양,일상과학/과학적사고/문제해결/실생활응용,97 ,970 ,울산·경남지역혁신플랫폼대학교육혁신본부,2022 ,경남교육청 공동활용 콘텐츠,예
아니오,X,해당없음,사회문제탐구,기타,활용불가,교양,사회문제/정책대안/데이터탐구/시민성,96 ,960 ,울산·경남지역혁신플랫폼대학교육혁신본부,2022 ,경남교육청 공동활용 콘텐츠,예
아니오,X,해당없음,고전읽기,기타,활용불가,교양,비판적읽기/고전해제/인문교양/토론,127 ,1270 ,울산·경남지역혁신플랫폼대학교육혁신본부,2022 ,경남교육청 공동활용 콘텐츠,예
아니오,X,해당없음,환경,기타,활용불가,교양,기후위기/지속가능성/탄소중립/환경정책,103 ,1030 ,울산·경남지역혁신플랫폼대학교육혁신본부,2023 ,경남교육청 공동활용 콘텐츠,예
아니오,X,해당없음,보건,기타,활용불가,의약학,건강/운동/생리학/현대사회,103 ,1030 ,울산·경남지역혁신플랫폼대학교육혁신본부,2023 ,경남교육청 공동활용 콘텐츠,예
아니오,X,해당없음,실용경제,기타,활용불가,사회과학,실용경제/자산관리/합리적경제생활/경제문제해결,123 ,1230 ,울산·경남지역혁신플랫폼대학교육혁신본부,2023 ,경남교육청 공동활용 콘텐츠,예
아니오,X,해당없음,세계문제와미래사회,기타,활용불가,융복합,세계문제/미래사회/기후변화/글로벌이슈,94 ,940 ,울산·경남지역혁신플랫폼대학교육혁신본부,2023 ,경남교육청 공동활용 콘텐츠,예
아니오,O,AI기본개념,인공지능수학,기타,활용불가,정보기술,인공지능수학/수학적모델링/자료분석/예측최적화,106 ,1060 ,울산·경남지역혁신플랫폼대학교육혁신본부,2023 ,경남교육청 공동활용 콘텐츠,예
아니오,X,해당없음,프로그래밍,기타,활용불가,정보기술,알고리즘/소프트웨어개발/문제해결/프로그래밍기초,100 ,1000 ,울산·경남지역혁신플랫폼대학교육혁신본부,2023 ,경남교육청 공동활용 콘텐츠,예
아니오,X,해당없음,컴퓨터시스템일반,기타,활용불가,공학,컴퓨터시스템/운영체제/알고리즘설계/시스템이해,111 ,1110 ,울산·경남지역혁신플랫폼대학교육혁신본부,2023 ,경남교육청 공동활용 콘텐츠,예
아니오,X,해당없음,공학일반,기타,활용불가,공학,공학일반/융합사고/문제해결/미래공학,92 ,920 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,경남교육청 공동활용 콘텐츠,예
아니오,X,해당없음,과학과제연구,기타,활용불가,교양,과학과제연구/과학탐구/융합학습/과학실험,46 ,460 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,경남교육청 공동활용 콘텐츠,예
아니오,X,해당없음,논리학,기타,활용불가,인문학,논리학/논증분석/비판적사고/오류파악,112 ,1120 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,경남교육청 공동활용 콘텐츠,예
아니오,O,AI기본개념,인공지능기초,기타,활용불가,정보기술,인공지능기초/AI원리/윤리문제/문제해결,54 ,540 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,경남교육청 공동활용 콘텐츠,예
아니오,X,해당없음,창의경영,기타,활용불가,융복합,창의경영/기업가정신/경영마인드/문제해결,90 ,900 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,경남교육청 공동활용 콘텐츠,예
아니오,X,해당없음,국제정치,기타,활용불가,사회과학,국제정치/평화갈등해결/세계시민/글로벌정세,76 ,760 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,경남교육청 공동활용 콘텐츠,예
아니오,X,해당없음,사회과제연구,기타,활용불가,사회과학,사회과제연구/사회탐구/문제해결/현대사회,60 ,600 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,경남교육청 공동활용 콘텐츠,예
아니오,X,해당없음,실용통계,기타,활용불가,자연과학,실용통계/데이터분석/통계활용/실생활적용,30 ,750 ,울산·경남지역혁신플랫폼대학교육혁신본부,2025 ,경남교육청 공동활용 콘텐츠,예
아니오,X,해당없음,미디어영어,기타,활용불가,인문학,미디어영어/영어소통/디지털미디어/실생활영어,30 ,750 ,울산·경남지역혁신플랫폼대학교육혁신본부,2025 ,경남교육청 공동활용 콘텐츠,예
아니오,X,해당없음,기후변화와지속가능한세계,기타,활용불가,융복합,기후변화/지속가능세계/미래대응/환경문제,20 ,500 ,울산·경남지역혁신플랫폼대학교육혁신본부,2025 ,경남교육청 공동활용 콘텐츠,예
아니오,X,해당없음,기후변화와환경생태,기타,활용불가,융복합,기후변화/환경생태/과학적이해/미래사회,30 ,750 ,울산·경남지역혁신플랫폼대학교육혁신본부,2025 ,경남교육청 공동활용 콘텐츠,예
아니오,X,해당없음,음악감상과비평,기타,활용불가,예술·체육,음악감상/음악비평/가치해석/예술적사고,20 ,500 ,울산·경남지역혁신플랫폼대학교육혁신본부,2025 ,경남교육청 공동활용 콘텐츠,예
아니오,O,피지컬 AI,로봇과공학세계,기타,활용불가,공학,로봇공학세계/로봇기술/문제해결/진로설계,30 ,750 ,울산·경남지역혁신플랫폼대학교육혁신본부,2025 ,경남교육청 공동활용 콘텐츠,예
아니오,X,해당없음,소프트웨어와생활,기타,활용불가,정보기술,소프트웨어생활/문제해결/융합적용/협력학습,30 ,750 ,울산·경남지역혁신플랫폼대학교육혁신본부,2025 ,경남교육청 공동활용 콘텐츠,예
아니오,X,해당없음,경남의스포츠문화와산업,기타,활용불가,예술·체육,스포츠문화/스포츠산업/경남스포츠/스포츠마케팅,78 ,780 ,울산·경남지역혁신플랫폼대학교육혁신본부,2021 ,교양 교과목 편성,예
아니오,O,AI기본개념,AI의인문학적이해,기타,활용불가,융복합,인공지능/인문학/융합기술/미래사회.,30 ,300 ,울산·경남지역혁신플랫폼대학교육혁신본부,2021 ,교양 교과목 편성,예
아니오,O,AI기본개념,인공지능과미래사회그리고법,기타,활용불가,융복합,인공지능/미래사회/법률/융합기술,42 ,420 ,울산·경남지역혁신플랫폼대학교육혁신본부,2021 ,교양 교과목 편성,예
아니오,X,해당없음,디지털과지식재산,기타,활용불가,사회과학,지식재산/저작권/특허/디지털법,31 ,310 ,울산·경남지역혁신플랫폼대학교육혁신본부,2021 ,교양 교과목 편성,예
아니오,X,해당없음,경남의도시와문화,기타,활용불가,인문학,인문도시/문화도시/지역문화/경남,26 ,260 ,울산·경남지역혁신플랫폼대학교육혁신본부,2021 ,교양 교과목 편성,예
아니오,X,해당없음,화학의이해,기타,활용불가,자연과학,일반화학/화학기초/물질/주기율표,30 ,300 ,울산·경남지역혁신플랫폼대학교육혁신본부,2021 ,교양 교과목 편성,예
아니오,O,AI기본개념,데이터과학의이해,기타,활용불가,정보기술,데이터과학/빅데이터/데이터분석/머신러닝,36 ,360 ,울산·경남지역혁신플랫폼대학교육혁신본부,2021 ,교양 교과목 편성,예
아니오,X,해당없음,기본수학,기타,활용불가,자연과학,기본수학/미분/적분/방정식,30 ,300 ,울산·경남지역혁신플랫폼대학교육혁신본부,2021 ,교양 교과목 편성,예
아니오,X,해당없음,생물의이해,기타,활용불가,자연과학,생물학/생명과학/세포/유기체,30 ,300 ,울산·경남지역혁신플랫폼대학교육혁신본부,2021 ,교양 교과목 편성,예
아니오,O,AI기본개념,데이터분석withPython,기타,활용불가,정보기술,데이터분석/파이썬/프로그래밍/데이터크롤링,36 ,360 ,울산·경남지역혁신플랫폼대학교육혁신본부,2021 ,교양 교과목 편성,예
아니오,O,AI기본개념,처음공부하는사물인터넷,기타,활용불가,융복합,사물인터넷/IoT/아두이노/실습,49 ,490 ,울산·경남지역혁신플랫폼대학교육혁신본부,2021 ,교양 교과목 편성,예
아니오,O,AI기본개념,데이터분석기초,기타,활용불가,정보기술,데이터분석/파이썬/통계/머신러닝,30 ,300 ,울산·경남지역혁신플랫폼대학교육혁신본부,2021 ,교양 교과목 편성,예
아니오,O,AI기본개념,빅데이터기초분석,기타,활용불가,정보기술,빅데이터/파이썬/데이터분석/머신러닝,94 ,940 ,울산·경남지역혁신플랫폼대학교육혁신본부,2021 ,교양 교과목 편성,예
아니오,X,해당없음,공학자를위한종합수학,기타,활용불가,자연과학,공학수학/미분/적분/미분방정식/행렬,45 ,450 ,울산·경남지역혁신플랫폼대학교육혁신본부,2022 ,교양 교과목 편성,예
아니오,O,AI기본개념,인공지능과디지털윤리,기타,활용불가,인문학,인공지능윤리/디지털윤리/AI/윤리이론,30 ,300 ,울산·경남지역혁신플랫폼대학교육혁신본부,2022 ,교양 교과목 편성,예
아니오,X,해당없음,직장생활과위기관리윤리,기타,활용불가,인문학,직업윤리/위기관리/윤리경영/사회책임,30 ,300 ,울산·경남지역혁신플랫폼대학교육혁신본부,2022 ,교양 교과목 편성,예
아니오,O,AI기본개념,디지털논리로접근하는사물인터넷,기타,활용불가,융복합,사물인터넷/IoT/4차산업혁명/융합기술,45 ,450 ,울산·경남지역혁신플랫폼대학교육혁신본부,2022 ,교양 교과목 편성,예
아니오,X,해당없음,글로벌기업가정신,기타,활용불가,사회과학,기업가정신/경영혁신/기업성장/창업성공,45 ,450 ,울산·경남지역혁신플랫폼대학교육혁신본부,2022 ,교양 교과목 편성,예
아니오,O,AI기본개념,인공지능으로구현되는세상,기타,활용불가,공학,인공지능/4차산업혁명/스마트기술/디지털전환,45 ,450 ,울산·경남지역혁신플랫폼대학교육혁신본부,2022 ,교양 교과목 편성,예
아니오,X,해당없음,울산경남의주요자연환경과지리,기타,활용불가,자연과학,지질학/자연지리/울산경남/지질공원,45 ,450 ,울산·경남지역혁신플랫폼대학교육혁신본부,2022 ,교양 교과목 편성,예
아니오,X,해당없음,경남의역사(3개의사건을중심으로),기타,활용불가,인문학,한국사/경남역사/임진왜란/근대사,30 ,300 ,울산·경남지역혁신플랫폼대학교육혁신본부,2022 ,교양 교과목 편성,예
아니오,X,해당없음,경남전통술의문화향기,기타,활용불가,인문학,전통주/음주문화/지역문화/경상도,45 ,450 ,울산·경남지역혁신플랫폼대학교육혁신본부,2022 ,교양 교과목 편성,예
아니오,X,해당없음,울산·경남의언론정보,기타,활용불가,인문학,지역언론/울산경남/언론역사/지역문화,45 ,450 ,울산·경남지역혁신플랫폼대학교육혁신본부,2022 ,교양 교과목 편성,예
아니오,X,해당없음,경상도지역축제와디지털콘텐츠,기타,활용불가,인문학,지역축제/문화콘텐츠/지역문화/디지털콘텐츠,45 ,450 ,울산·경남지역혁신플랫폼대학교육혁신본부,2022 ,교양 교과목 편성,예
아니오,X,해당없음,과학기술영어커뮤니케이션,기타,활용불가,인문학,과학기술영어/영어커뮤니케이션/비즈니스영어/프레젠테이션,45 ,450 ,울산·경남지역혁신플랫폼대학교육혁신본부,2022 ,교양 교과목 편성,예
아니오,X,해당없음,메타휴먼과메타환경시각화,기타,활용불가,공학,메타휴먼/메타버스/가상현실/3D모델링,45 ,450 ,울산·경남지역혁신플랫폼대학교육혁신본부,2022 ,교양 교과목 편성,예
아니오,X,해당없음,협상성공기법,기타,활용불가,교양,협상/대인관계/커뮤니케이션/문제해결,45 ,450 ,울산·경남지역혁신플랫폼대학교육혁신본부,2022 ,교양 교과목 편성,예
아니오,X,해당없음,세계시민과국제개발협력,기타,활용불가,사회과학,국제개발/ODA/국제협력/세계시민,30 ,300 ,울산·경남지역혁신플랫폼대학교육혁신본부,2022 ,교양 교과목 편성,예
아니오,O,AI기본개념,빅데이터처리:공공데이터기반,기타,활용불가,정보기술,빅데이터/데이터시각화/데이터분석/머신러닝,45 ,450 ,울산·경남지역혁신플랫폼대학교육혁신본부,2022 ,교양 교과목 편성,예
아니오,X,해당없음,"환경,사회,거버넌스",기타,활용불가,사회과학,환경문제/기후위기/지속가능성/사회변화,26 ,260 ,울산·경남지역혁신플랫폼대학교육혁신본부,2022 ,교양 교과목 편성,예
아니오,X,해당없음,깨끗하고적정한에너지,기타,활용불가,융복합,대체에너지/에너지정책/기후변화/지속가능성,30 ,300 ,울산·경남지역혁신플랫폼대학교육혁신본부,2022 ,교양 교과목 편성,예
아니오,O,AI기본개념,AI핵심시선,기타,활용불가,공학,인공지능/딥러닝/머신러닝,45 ,450 ,울산·경남지역혁신플랫폼대학교육혁신본부,2022 ,교양 교과목 편성,예
아니오,X,해당없음,졸업해도계속되는영어(실무편),기타,활용불가,인문학,비즈니스영어/영어회화/영어면접/실용영어,30 ,300 ,울산·경남지역혁신플랫폼대학교육혁신본부,2022 ,교양 교과목 편성,예
아니오,X,해당없음,공학분야표현능력의향상,기타,활용불가,교양,기술보고서/논문작성/발표기술/공학커뮤니케이션,45 ,450 ,울산·경남지역혁신플랫폼대학교육혁신본부,2022 ,교양 교과목 편성,예
아니오,O,AI기본개념,인공지능을위한빅데이터의이해와활용,기타,활용불가,공학,인공지능/빅데이터/데이터분석/기계학습,45 ,450 ,울산·경남지역혁신플랫폼대학교육혁신본부,2022 ,교양 교과목 편성,예
아니오,X,해당없음,ESG기반공급사슬,기타,활용불가,사회과학,ESG경영/공급사슬/지속가능경영/기업윤리,30 ,300 ,울산·경남지역혁신플랫폼대학교육혁신본부,2022 ,교양 교과목 편성,예
아니오,O,AI기본개념,인공지능의정치사회학,기타,활용불가,사회과학,인공지능/사회변화/미래기술/사회문제,90 ,900 ,울산·경남지역혁신플랫폼대학교육혁신본부,2022 ,교양 교과목 편성,예
아니오,X,해당없음,행복한삶과아름다운죽음,기타,활용불가,교양,행복한삶/죽음/웰다잉/삶의가치,20 ,200 ,울산·경남지역혁신플랫폼대학교육혁신본부,2023 ,교양 교과목 편성,예
아니오,X,해당없음,영화의이해,기타,활용불가,인문학,영화이론/영화사조/영화분석/콘텐츠,30 ,300 ,울산·경남지역혁신플랫폼대학교육혁신본부,2023 ,교양 교과목 편성,예
아니오,X,해당없음,예술작품속의식물,기타,활용불가,예술·체육,식물디자인/예술작품/식물활용/문화상품,30 ,300 ,울산·경남지역혁신플랫폼대학교육혁신본부,2023 ,교양 교과목 편성,예
아니오,X,해당없음,동양의철학,기타,활용불가,인문학,동양철학/동양사상/철학/유학,30 ,300 ,울산·경남지역혁신플랫폼대학교육혁신본부,2023 ,교양 교과목 편성,예
아니오,X,해당없음,문학과영화,기타,활용불가,인문학,문학과영화/문화콘텐츠/영화론/대중문화,30 ,300 ,울산·경남지역혁신플랫폼대학교육혁신본부,2023 ,교양 교과목 편성,예
아니오,X,해당없음,알아두면쓸모있는신비한디스플레이사전,기타,활용불가,공학,디스플레이/OLED/LCD/반도체,30 ,300 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,교양 교과목 편성,예
아니오,O,AI기본개념,인공지능·빅데이터시대의사회·문화·교육,기타,활용불가,융복합,인공지능/빅데이터/사회문화/4차산업혁명,45 ,450 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,교양 교과목 편성,예
아니오,X,해당없음,탄소중립과환경문제의이해,기타,활용불가,융복합,탄소중립/환경문제/기후변화/지속가능성,30 ,300 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,교양 교과목 편성,예
아니오,X,해당없음,인문학적환경의식탐구:구체화된땅되기,기타,활용불가,융복합,환경의식/인문학/ESG/탄소중립,30 ,300 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,교양 교과목 편성,예
아니오,X,해당없음,스마트사회와에너지,기타,활용불가,공학,에너지기술/스마트그리드/전력시스템/모빌리티,45 ,450 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,교양 교과목 편성,예
아니오,X,해당없음,경남의6.25전쟁사,기타,활용불가,인문학,6.25전쟁/한국전쟁/한국사/근대사,45 ,450 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,교양 교과목 편성,예
아니오,X,해당없음,경제고전과현대,기타,활용불가,사회과학,경제학고전/현대경제/경제사/애덤스미스,45 ,450 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,교양 교과목 편성,예
아니오,X,해당없음,스마트팩토리개론,기타,활용불가,공학,스마트팩토리/생산관리/제조시스템/공장경영,30 ,300 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,교양 교과목 편성,예
아니오,X,해당없음,실감형메타기후시각화,기타,활용불가,융복합,기후시각화/메타버스/융합기술/환경학,45 ,450 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,교양 교과목 편성,예
아니오,X,해당없음,미술과문명,기타,활용불가,예술·체육,미술사/세계미술/서양미술/예술사,30 ,300 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,교양 교과목 편성,예
아니오,X,해당없음,광고와사회,기타,활용불가,사회과학,광고론/광고전략/미디어/소비자심리,30 ,300 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,교양 교과목 편성,예
아니오,X,해당없음,세계시민교육과ESG,기타,활용불가,사회과학,세계시민/ESG/국제개발협력/기후위기,45 ,450 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,교양 교과목 편성,예
아니오,X,해당없음,4차산업혁명과인성리더십,기타,활용불가,교양,인성리더십/자기계발/대학생활/미래설계,30 ,300 ,울산·경남지역혁신플랫폼대학교육혁신본부,2024 ,교양 교과목 편성,예
아니오,X,해당없음,디자인씽킹과소셜기업가정신,기타,활용불가,융복합,디자인씽킹/소셜벤처/사회적기업/사회적경제,30 ,300 ,울산·경남지역혁신플랫폼대학교육혁신본부,2025 ,교양 교과목 편성,예
아니오,X,해당없음,비즈니스모델과사업계획서,기타,활용불가,융복합,창업/비즈니스모델/사업계획서/창의성,30 ,300 ,울산·경남지역혁신플랫폼대학교육혁신본부,2025 ,교양 교과목 편성,예
아니오,X,해당없음,"전쟁과질병,긴악연의역사",기타,활용불가,인문학,전쟁/백신/항생제/감염증/스테로이드/화학무기/독약,42 ,1146 ,울산·경남대학원격교육지원센터,2020 ,재개발로 폐기,예
아니오,X,해당없음,이야기속재정,기타,활용불가,사회과학,예산/시장/재정,39 ,1202 ,울산·경남대학원격교육지원센터,2020 ,재개발로 폐기,예
아니오,O,디지털(생성형) AI,챗GPT가내생각을훔친다면,학부생,비교과,융복합,생성형AI영향/AI윤리/기술의양면성/저작권논란/AI규제,20 ,135 ,울산·경남대학원격교육지원센터,2023 ,GPT3버전 기준으로 제작되어 콘텐츠 노후화됨,예
아니오,O,디지털(생성형) AI,챗GPT와미래일자리,학부생,비교과,융복합,미래일자리/Web3.0/멀티모달먀/기술적응/UNSDGs,20 ,129 ,울산·경남대학원격교육지원센터,2023 ,GPT3버전 기준으로 제작되어 콘텐츠 노후화됨,예
아니오,O,디지털(생성형) AI,챗GPT어디까지써봤어?,기타,활용불가,정보기술,인공지능기초/챗GPT기능/프롬프트사용법/AI보안/AI저작권,30 ,160 ,울산·경남대학원격교육지원센터,2023 ,GPT3버전 기준으로 제작되어 콘텐츠 노후화됨,예
아니오,O,디지털(생성형) AI,챗GPT200%활용하기,학부생,비교과,정보기술,정부혁신/프롬프트디자인/플러그인활용/문서작성/콘텐츠크리에이터,20 ,130 ,울산·경남대학원격교육지원센터,2023 ,GPT3버전 기준으로 제작되어 콘텐츠 노후화됨,예
